"StudentID","Dropout","cohort","cohort term","Marital Status","Adjusted Gross Income","Parent Adjusted Gross Income","Father's Highest Grade Level","Mother's Highest Grade Level","Housing","2012 Loan","2012 Scholarship","2012 Work/Study","2012 Grant","2013 Loan","2013 Scholarship","2013 Work/Study","2013 Grant","2014 Loan","2014 Scholarship","2014 Work/Study","2014 Grant","2015 Loan","2015 Scholarship","2015 Work/Study","2015 Grant","2016 Loan","2016 Scholarship","2016 Work/Study","2016 Grant","2017 Loan","2017 Scholarship","2017 Work/Study","2017 Grant"
72172,1,"2012-13","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72295,1,"2011-12","1","Married",71507,0,"College","College","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72398,1,"2014-15","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72415,0,"2011-12","3","Single",2130,0,"Middle School","College","With Parent",6950,NA,NA,3470,7106,NA,NA,11040,10500,NA,NA,5645,8500,NA,NA,11894,10500,NA,NA,11421,12500,NA,NA,11573
72528,1,"2013-14","1","Single",21873,0,"Middle School","Unknown","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,5250,NA,NA,NA,10500,NA,NA,645,NA,NA,NA,NA,NA,NA,NA,NA
72612,0,"2011-12","1","Single",0,16303,"Unknown","Unknown","Off Campus",3500,2775,NA,2000,NA,5550,2000,7794,NA,5645,2000,6095,NA,5730,3000,5680,4000,2887.5,2000,3725,NA,NA,NA,NA
72911,0,"2015-16","1","Single",24872,0,"Middle School","Middle School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4500,NA,NA,8339,10500,NA,NA,3965
73098,1,"2013-14","1","Married",57777,0,"High School","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,3070,NA,NA,1273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73122,1,"2013-14","1","Single",5756,0,"College","High School","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73356,1,"2012-13","1","Single",57630,0,"College","High School","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73979,0,"2015-16","1","Divorced",62694,0,"High School","College","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,NA,NA,NA,10500,NA,NA,3765
73981,0,"2016-17","1","Single",7736,0,"Middle School","College","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12423
74037,0,"2011-12","3","Single",18959,0,"Unknown","Unknown","On Campus Housing",3750,NA,NA,1200,10500,NA,NA,3800,12100,NA,NA,3195,12500,NA,NA,1776,3125,NA,NA,NA,NA,NA,NA,NA
74206,1,"2012-13","3","Single",41310,0,"College","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,1350,NA,NA,NA,NA,10500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74330,0,"2016-17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74496,1,"2011-12","1","Single",14389,0,"College","College","Off Campus",3750,NA,NA,2775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74574,1,"2014-15","3","Married",34209,0,"Middle School","Unknown","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74582,0,"2015-16","1","Single",11637,0,"Unknown","Unknown","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7500,NA,NA,7191,6250,NA,NA,1754
74676,0,"2016-17","1","Married",57786,0,"Middle School","High School","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,4000,NA,5815
74741,1,"2014-15","3","Married",37,0,"High School","Middle School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1433,NA,NA,NA,NA,NA,NA,NA,NA
75173,0,"2011-12","1","Single",31978,0,"Middle School","Middle School","Off Campus",15500,NA,NA,NA,14500,NA,NA,NA,12485,500,2000,1795,5250,NA,NA,670,NA,NA,NA,NA,NA,NA,NA,NA
75254,0,"2014-15","1","Single",0,0,"College","College","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12500,NA,NA,NA,3200,NA,NA,NA,NA,NA,NA,NA
75280,1,"2012-13","1","Single",0,11700,NA,"High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,11790,NA,NA,NA,12001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75384,0,"2014-15","1","Married",65864,0,"Unknown","Unknown","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7500,NA,NA,NA,5500,NA,NA,NA,12500,NA,NA,NA
75962,0,"2011-12","1","Single",31070,0,"Unknown","Unknown","Off Campus",7500,NA,NA,5400,5500,NA,NA,4231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76299,1,"2014-15","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76515,0,"2014-15","1","Single",41800,0,"College","College","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10500,NA,NA,4580,10500,NA,NA,5775,12500,NA,NA,3635
76617,0,"2013-14","1","Single",0,0,"High School","College","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4940,NA,NA,NA,6362,NA,NA,NA,NA,NA,NA,NA,NA
76745,1,"2012-13","3","Married",40000,0,"College","College","Off Campus",NA,NA,NA,NA,4250,NA,NA,NA,5250,NA,NA,NA,6064,NA,NA,NA,9563,NA,NA,NA,8491,NA,NA,NA
76749,0,"2012-13","3","Single",35181,0,"High School","High School","Off Campus",NA,NA,NA,NA,2750,NA,NA,NA,NA,NA,NA,NA,10500,NA,NA,602,NA,NA,NA,NA,NA,NA,NA,NA
77162,1,"2011-12","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77379,1,"2012-13","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77779,0,"2012-13","1","Single",0,57045,"Unknown","College","With Parent",NA,NA,NA,NA,1263,10421.8,NA,1816,NA,10653.3,NA,1832,3787,8041,1377,2820,4200,11278.6,NA,NA,7500,NA,NA,NA
77852,0,"2012-13","1","Single",17693,30987,"College","College","With Parent",NA,NA,NA,NA,3500,NA,NA,4516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77893,1,"2013-14","1","Single",7000,0,"College","College","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,2112,NA,NA,2822,NA,NA,NA,NA,NA,NA,NA,NA,3378,NA,NA,1675
78000,1,"2012-13","1","Single",16945,0,"Unknown","High School","With Parent",NA,NA,NA,NA,NA,NA,NA,3200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78264,0,"2015-16","1","Separated",9898,0,"Unknown","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7500,NA,NA,11815,9025,NA,NA,8081
78416,0,"2013-14","1","Married",111497,0,"College","College","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,33625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78476,1,"2011-12","1","Separated",29926,0,"College","College","Off Campus",7500,NA,NA,5550,10500,NA,NA,5550,7500,NA,NA,9531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78607,0,"2013-14","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79268,1,"2014-15","1","Single",0,11454,"High School","College","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1750,NA,NA,9573.47,NA,NA,NA,NA,NA,NA,NA,NA
79832,0,"2014-15","3","Single",35597,0,"College","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11500,NA,NA,1877,6250,NA,NA,NA,NA,NA,NA,NA
79897,0,"2014-15","3","Single",28654,0,"High School","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4500,NA,NA,2866,10500,NA,NA,641,1000,NA,NA,NA
80454,0,"2014-15","1","Single",0,0,"College","College","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000,7000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81733,0,"2011-12","1","Married",61105,0,"Unknown","High School","Off Campus",NA,NA,NA,278,NA,NA,NA,NA,NA,NA,NA,NA,10500,NA,NA,NA,10500,NA,NA,2564,NA,NA,NA,NA
81990,0,"2015-16","1","Single",18580,0,"High School","Unknown","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,4000,NA,2925,12500,4000,NA,2565
82094,0,"2015-16","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82180,1,"2014-15","3","Single",0,0,"High School","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2865,5500,NA,NA,1444,NA,NA,NA,NA
82498,1,"2013-14","1","Single",0,174618,"High School","College","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,3500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82601,1,"2012-13","1","Single",0,17187,"High School","High School","On Campus Housing",NA,NA,NA,NA,5500,NA,NA,11740,NA,NA,NA,6001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82611,0,"2011-12","1","Single",0,187484,"College","College","With Parent",5500,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82661,0,"2013-14","1","Single",21929,0,"High School","College","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,10000,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82707,0,"2014-15","1","Single",0,44945,"Middle School","College","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6020,NA,NA,NA,2195,4500,NA,NA,NA
82719,1,"2012-13","1","Single",0,0,"Unknown","College","On Campus Housing",NA,NA,NA,NA,473,NA,NA,2775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82810,0,"2015-16","1","Single",0,22152,"High School","High School","On Campus Housing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,1500,12255,NA,2000,3000,10041
84029,1,"2014-15","1","Single",0,0,"College","College","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7927,NA,NA,5014,NA,NA,NA,NA,NA,NA,NA,NA
84038,0,"2015-16","1","Single",1441,17647,"College","High School","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12105,5993,NA,NA,6165
84434,0,"2014-15","3","Single",0,50984,"Unknown","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3442,NA,NA,NA,12855,NA,NA,NA,NA
84495,0,"2013-14","1","Single",40174,0,"High School","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,7500,NA,NA,4895,7500,NA,NA,5730,10500,250,NA,NA,12500,NA,NA,5265
84534,0,"2011-12","1","Single",0,0,"Unknown","High School","Off Campus",NA,2000,NA,11988,NA,2000,NA,12390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84629,1,"2013-14","3","Single",26389,0,"High School","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,3750,NA,NA,4433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84777,0,"2011-12","3","Married",82826,0,"High School","Middle School","Off Campus",5750,NA,NA,NA,12500,NA,NA,2200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85008,1,"2012-13","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85185,0,"2011-12","3","Single",31078,0,"Middle School","Middle School","Off Campus",2750,NA,NA,NA,10500,NA,NA,NA,10500,NA,NA,NA,10500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85383,1,"2012-13","1","Married",29283,0,"High School","Middle School","Off Campus",NA,NA,NA,NA,9500,NA,NA,NA,10500,NA,NA,NA,10500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85508,1,"2015-16","1","Single",113524,0,"High School","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3750,NA,NA,NA,NA,NA,NA,NA
85862,0,"2016-17","1","Single",17765,0,"High School","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1938,NA,NA,9855
85921,0,"2016-17","1","Single",28565,0,"High School","High School","On Campus Housing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12500,NA,NA,1862
86016,1,"2014-15","1","Single",0,164804,"College","Unknown","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86286,1,"2014-15","1","Single",56716,0,"High School","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9500,NA,NA,NA,4712,NA,NA,NA,11366,NA,NA,NA
86327,1,"2013-14","1","Single",20147,0,"Unknown","College","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,7500,NA,NA,7003,10500,NA,NA,6030,872,NA,NA,2888,NA,NA,NA,NA
86356,1,"2013-14","1","Single",16721,0,"Unknown","Unknown","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86489,1,"2011-12","1","Single",0,0,"Unknown","Unknown","With Parent",NA,NA,NA,6369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86606,0,"2013-14","3","Single",19065,0,"Unknown","Unknown","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,7834,NA,NA,5169,5500,NA,NA,3581,10500,NA,NA,3100,5557,NA,NA,NA
86687,0,"2016-17","1","Single",4650,0,"High School","Middle School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2750,NA,NA,46
87750,1,"2011-12","3","Single",5175,0,"College","Unknown","Off Campus",NA,NA,NA,NA,NA,NA,NA,1600,11200,NA,NA,6705,NA,NA,NA,9486,NA,NA,NA,NA,3050,NA,NA,NA
87767,1,"2011-12","1","Single",40596,0,"Middle School","High School","Off Campus",9500,NA,NA,NA,10500,NA,NA,NA,1092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88234,0,"2013-14","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88237,0,"2014-15","1","Single",0,90803,"College","College","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3500,6000,NA,NA,3500,5000,NA,NA,1500,6000,NA,NA
88283,1,"2013-14","1","Single",0,0,"Unknown","Unknown","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,7500,NA,NA,5644,12500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88404,0,"2011-12","3","Single",0,0,"Middle School","Middle School","Off Campus",4250,NA,NA,2775,10500,NA,NA,11097,12500,NA,NA,6356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88464,0,"2015-16","1","Single",49725,0,"College","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12500,NA,NA,NA,6451,NA,NA,2673.05
89146,1,"2012-13","1","Married",43754,0,"High School","High School","Off Campus",NA,NA,NA,NA,7500,NA,400,NA,5250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89559,0,"2013-14","1","Married",76842,0,"High School","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,9500,NA,NA,1647,5250,NA,NA,1170,NA,NA,NA,NA,NA,NA,NA,NA
89707,1,"2012-13","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89912,1,"2011-12","1","Married",89352,0,"High School","High School","Off Campus",6000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89977,0,"2013-14","3","Single",83613,0,"College","College","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90004,0,"2012-13","1","Single",6569,0,"Unknown","College","Off Campus",NA,NA,NA,NA,7500,NA,NA,5550,10500,NA,NA,11183,8695,NA,NA,12116,NA,NA,NA,NA,NA,NA,NA,NA
90127,0,"2012-13","3","Single",38907,0,"High School","High School","Off Campus",NA,NA,NA,NA,3750,NA,NA,NA,9500,NA,NA,NA,12500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90177,1,"2013-14","1","Single",9391,41292,"College","High School","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2201.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90356,0,"2015-16","3","Married",54657,0,"Unknown","Unknown","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5500,NA,NA,2713,12500,NA,NA,3865
90481,1,"2012-13","3","Single",4196,0,"Unknown","Unknown","Off Campus",NA,NA,NA,NA,5500,NA,NA,971,3750,NA,NA,3178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90509,0,"2015-16","3","Single",11516,97377,"College","High School","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5500,NA,NA,NA,9955,NA,NA,949
90757,0,"2012-13","1","Single",0,0,"High School","Middle School","Off Campus",NA,NA,NA,NA,25790,NA,NA,10800,15000,NA,NA,5645,14791,NA,NA,12416,14273,NA,NA,12255,NA,NA,NA,NA
90921,0,"2012-13","1","Single",22576,0,"Middle School","High School","With Parent",NA,NA,NA,NA,7500,NA,NA,NA,10500,NA,NA,1295,10500,300,NA,1260,NA,NA,NA,NA,NA,NA,NA,NA
90940,1,"2011-12","1","Single",32321,0,"High School","High School","Off Campus",7500,NA,NA,5550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91108,1,"2012-13","1","Single",1626,0,"Unknown","Unknown","Off Campus",NA,NA,NA,NA,3500,NA,NA,11640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91158,0,"2012-13","1","Single",68871,0,"College","College","Off Campus",NA,NA,NA,NA,17500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91417,0,"2013-14","1","Single",25887,0,"High School","Unknown","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91430,1,"2014-15","1","Single",0,151626,"Middle School","Middle School","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91990,1,"2013-14","3","Single",9664,0,"High School","College","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92333,0,"2016-17","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92847,0,"2013-14","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93036,1,"2013-14","1","Single",0,29346,"Unknown","College","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,4000,NA,4197,NA,NA,NA,12066,NA,NA,NA,12855,NA,NA,NA,NA
93624,0,"2014-15","1","Single",0,77010,"College","College","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93706,1,"2013-14","1","Divorced",44976,0,"Unknown","College","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,7500,NA,NA,2023,8755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94030,1,"2013-14","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94180,0,"2011-12","3","Divorced",15131,0,"High School","Middle School","Off Campus",NA,NA,NA,2776,NA,2500,NA,6458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94446,1,"2013-14","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94475,0,"2013-14","1","Single",0,109648,"College","College","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,16780,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94504,0,"2014-15","1","Single",0,262618,"Unknown","Unknown","With Parent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10903,NA,NA,NA,11228.6,NA,NA,6750,7740.05,NA,NA
94603,0,"2011-12","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94757,0,"2012-13","3","Single",0,0,"College","College","With Parent",NA,NA,NA,NA,NA,NA,NA,5100,NA,NA,NA,10335,NA,NA,NA,11042,NA,NA,NA,NA,NA,NA,NA,NA
94768,0,"2012-13","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94804,0,"2011-12","1","Married",35606,0,"College","College","Off Campus",NA,NA,NA,5550,NA,NA,NA,9402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94834,0,"2012-13","1","Single",0,38221,"College","College","With Parent",NA,NA,NA,NA,8807,NA,NA,2475,16134,NA,NA,5515,10500,NA,2000,3788,7500,NA,2000,5775,NA,NA,NA,12373
95109,0,"2016-17","1","Single",44429,0,"College","College","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39500,1188.33,NA,NA
100034,0,"2012-13","1","Married",22582,0,"High School","High School","Off Campus",NA,NA,NA,NA,12500,NA,NA,1247,12500,NA,NA,3453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100947,1,"2014-15","3","Divorced",74777,0,"Middle School","Unknown","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100951,1,"2013-14","1","Single",0,0,"Unknown","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,7500,NA,NA,2823,5250,NA,NA,2864,NA,NA,NA,NA,NA,NA,NA,NA
101541,0,"2014-15","1","Single",45848,0,"High School","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12500,NA,NA,6130,10500,NA,NA,3693,NA,NA,NA,NA
102239,0,"2014-15","3","Single",20278,0,"High School","High School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3500,NA,NA,6966,7500,NA,2000,5775,8500,NA,NA,12423
102573,0,"2015-16","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103021,1,"2012-13","3","Single",26650,0,"Middle School","Middle School","Off Campus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,NA,NA,2125
103022,0,"2011-12","3","Single",19207,0,"College","College","Off Campus",4750,NA,NA,1000,8500,NA,NA,2900,8500,NA,NA,2295,10500,NA,NA,1480,10500,NA,NA,995,NA,NA,NA,NA
103194,0,"2012-13","1","Single",0,0,"Unknown","High School","Off Campus",NA,NA,NA,NA,7500,NA,NA,7570,12500,NA,NA,5538,12500,NA,NA,NA,6250,NA,NA,NA,NA,NA,NA,NA
103306,0,"2011-12","1","Single",52669,0,"High School","High School","Off Campus",9500,NA,NA,NA,11500,NA,NA,NA,10500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104072,0,"2011-12","1","Single",31546,0,"High School","High School","Off Campus",10500,NA,NA,NA,9964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104377,0,"2011-12","3","Single",0,0,"High School","Middle School","Off Campus",NA,NA,NA,6745,10500,NA,NA,NA,5500,NA,NA,NA,10500,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA
